asin,fnsku,product_name,fulfillment_center,country_code,longest_side,median_side,shortest_side,measurement_units,weight,weight_units,item_volume,volume_units,product_size_tier,average_quantity_on_hand,average_quantity_pending_removal,estimated_total_item_volume,month_of_charge,storage_utilization_ratio,storage_utilization_ratio_units,base_rate,utilization_surcharge_rate,avg_qty_for_sus,est_vol_for_sus,est_base_msf,est_sus,currency,estimated_monthly_storage_fee,dangerous_goods_storage_type,eligible_for_inventory_discount,qualifies_for_inventory_discount,total_incentive_fee_amount,breakdown_incentive_fee_amount,average_quantity_customer_orders
B0DDX41KTY,X004DA8SY9,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Tie Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet, White",'ACY1',US,14.33,4.45,0.63,inches,0.75,pounds,0.0232,cubic feet,Standard-Size,0.03,0,7.00E-04,Dec-25,6,weeks,2.4,0,0.03,7.00E-04,0.0018,0,USD,0.0018,--,N,N,0,--,0
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Belt Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet Wall Mount, Black",'ACY1',US,14.29,3.7,0.51,inches,0.49,pounds,0.0156,cubic feet,Standard-Size,0.77,0,0.0106,Dec-25,6,weeks,2.4,0,0.16,0.0025,0.0254,0,USD,0.0254,--,N,N,0,--,0.1
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'ACY1',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.81,0,0.012,Dec-25,6,weeks,2.4,0,0.65,0.012,0.0288,0,USD,0.0288,--,N,N,0,--,0.16
B0DHQ8QGQG,X004EJ051D,"KEOAMG Tie Rack Hanger for Closet, Sleek Tie Hangers for Men with 18 Upgraded Folding Hooks, Space-Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Black)",'AFW1',US,13.23,5.24,0.67,inches,0.35,pounds,0.0269,cubic feet,Standard-Size,0.35,0,0.0078,Dec-25,6,weeks,2.4,0,0.29,0.0078,0.0188,0,USD,0.0188,--,N,N,0,--,0.06
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'AFW1',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,10.58,0,0.1958,Dec-25,6,weeks,2.4,0,9.68,0.1802,0.4712,0,USD,0.4712,--,N,N,0,--,0.06
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'AGS1',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,0.03,0,0.0051,Dec-25,6,weeks,2.4,0,0,0,0.0125,0,USD,0.0125,--,N,N,0,--,0
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Belt Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet Wall Mount, Black",'AGS1',US,14.29,3.7,0.51,inches,0.49,pounds,0.0156,cubic feet,Standard-Size,0.55,0,0.0086,Dec-25,6,weeks,2.4,0,0.03,5.00E-04,0.0209,0,USD,0.0209,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'AGS1',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.81,0,0.015,Dec-25,6,weeks,2.4,0,0.55,0.0102,0.0366,0,USD,0.0366,--,N,N,0,--,0
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Belt Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet Wall Mount, Black",'AKC1',US,14.29,3.7,0.51,inches,0.49,pounds,0.0156,cubic feet,Standard-Size,1.16,0,0.0146,Dec-25,6,weeks,2.4,0,0,0,0.0356,0,USD,0.0356,--,N,N,0,--,0.23
B0DHQ8QGQG,X004EJ051D,"KEOAMG Tie Rack Hanger for Closet, Sleek Tie Hangers for Men with 18 Upgraded Folding Hooks, Space-Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Black)",'AKC1',US,13.23,5.24,0.67,inches,0.35,pounds,0.0269,cubic feet,Standard-Size,0.06,0,9.00E-04,Dec-25,6,weeks,2.4,0,0.03,9.00E-04,0.0021,0,USD,0.0021,--,N,N,0,--,0.03
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'AKC1',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.87,0,0.0132,Dec-25,6,weeks,2.4,0,0.61,0.0114,0.0322,0,USD,0.0322,--,N,N,0,--,0.19
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'ATL2',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,0.74,0,0.1029,Dec-25,6,weeks,2.4,0,0.1,0.0154,0.2433,0,USD,0.2433,--,N,N,0,--,0.1
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Belt Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet Wall Mount, Black",'ATL2',US,14.29,3.7,0.51,inches,0.49,pounds,0.0156,cubic feet,Standard-Size,0.77,0,0.0121,Dec-25,6,weeks,2.4,0,0.13,0.002,0.0285,0,USD,0.0285,--,N,N,0,--,0
B0DHQ8QGQG,X004EJ051D,"KEOAMG Tie Rack Hanger for Closet, Sleek Tie Hangers for Men with 18 Upgraded Folding Hooks, Space-Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Black)",'ATL2',US,13.23,5.24,0.67,inches,0.35,pounds,0.0269,cubic feet,Standard-Size,0.1,0,0.0017,Dec-25,6,weeks,2.4,0,0.06,0.0017,0.0041,0,USD,0.0041,--,N,N,0,--,0.03
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'ATL2',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.71,0,0.0102,Dec-25,6,weeks,2.4,0,0.55,0.0102,0.0241,0,USD,0.0241,--,N,N,0,--,0.19
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'AUS2',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,0.35,0,0.0514,Dec-25,6,weeks,2.4,0,0,0,0.1234,0,USD,0.1234,--,N,N,0,--,0.03
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'AUS2',US,17.52,4.49,3.94,inches,2.38,pounds,0.1794,cubic feet,Standard-Size,7.32,0,1.2845,Dec-25,6,weeks,2.4,0,2.23,0.3992,3.0867,0,USD,3.0867,--,N,N,0,--,0.16
B0D4MCXCC6,X0048XOI7H,"KEOAMG Over The Door Hooks, Over The Door Towel Rack for Bathroom, Sturdy Door Hanger Hook, Door Hooks for Hanging Clothes, Coats, Towels, White",'AUS2',US,17.32,4.37,3.54,inches,1.3,pounds,0.1551,cubic feet,Standard-Size,0.81,0,0.11,Dec-25,6,weeks,2.4,0,0.13,0.02,0.2641,0,USD,0.2641,--,N,N,0,--,0.1
B0DHQ8QGQG,X004EJ051D,"KEOAMG Tie Rack Hanger for Closet, Sleek Tie Hangers for Men with 18 Upgraded Folding Hooks, Space-Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Black)",'AUS2',US,13.23,5.24,0.67,inches,0.35,pounds,0.0269,cubic feet,Standard-Size,1.23,0,0.0243,Dec-25,6,weeks,2.4,0,0.9,0.0243,0.0583,0,USD,0.0583,--,N,N,0,--,0.32
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'AUS2',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,13.45,0,0.236,Dec-25,6,weeks,2.4,0,12.58,0.2342,0.5664,0,USD,0.5664,--,N,N,0,--,0.77
B0FDFSKK4L,X004Q4DZLX,"KEOAMG 2Pack Tie Rack Hanger for Closet, Sleek Tie Organizer for Men with 18 Upgraded Folding Hooks, Space-Saving Tie Holder, Tie and Belt Hanger for Closet (Mahogany)",'AUS2',US,13.58,6.38,0.75,inches,0.75,pounds,0.0376,cubic feet,Standard-Size,1.45,0,0.0546,Dec-25,6,weeks,2.4,0,1.45,0.0546,0.131,0,USD,0.131,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'AUS3',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,0.13,0,0.0103,Dec-25,6,weeks,2.4,0,0.03,0.0051,0.0247,0,USD,0.0247,--,N,N,0,--,0.06
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'AUS3',US,17.52,4.49,3.94,inches,2.38,pounds,0.1794,cubic feet,Standard-Size,1.84,0,0.324,Dec-25,6,weeks,2.4,0,0.16,0.0289,0.7781,0,USD,0.7781,--,N,N,0,--,0.03
B0D4MCXCC6,X0048XOI7H,"KEOAMG Over The Door Hooks, Over The Door Towel Rack for Bathroom, Sturdy Door Hanger Hook, Door Hooks for Hanging Clothes, Coats, Towels, White",'AUS3',US,17.32,4.37,3.54,inches,1.3,pounds,0.1551,cubic feet,Standard-Size,0.16,0,0.015,Dec-25,6,weeks,2.4,0,0.06,0.01,0.036,0,USD,0.036,--,N,N,0,--,0.06
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'AUS3',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.9,0.71,0.0036,Dec-25,6,weeks,2.4,0,0.19,0.0036,0.0086,0,USD,0.0086,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'AUS3',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.45,0,0.0084,Dec-25,6,weeks,2.4,0,0.45,0.0084,0.0202,0,USD,0.0202,--,N,N,0,--,0
B0FDFSKK4L,X004Q4DZLX,"KEOAMG 2Pack Tie Rack Hanger for Closet, Sleek Tie Organizer for Men with 18 Upgraded Folding Hooks, Space-Saving Tie Holder, Tie and Belt Hanger for Closet (Mahogany)",'AUS3',US,13.58,6.38,0.75,inches,0.75,pounds,0.0376,cubic feet,Standard-Size,0.58,0,0.0218,Dec-25,6,weeks,2.4,0,0.58,0.0218,0.0524,0,USD,0.0524,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'AVP1',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,1.61,0,0.2572,Dec-25,6,weeks,2.4,0,0,0,0.6172,0,USD,0.6172,--,N,N,0,--,0
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'AVP1',US,17.52,4.49,3.94,inches,2.38,pounds,0.1794,cubic feet,Standard-Size,2.71,0,0.486,Dec-25,6,weeks,2.4,0,0,0,1.1628,0,USD,1.1628,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'BDL2',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,0.32,0,0.0463,Dec-25,6,weeks,2.4,0,0,0,0.1116,0,USD,0.1116,--,N,N,0,--,0.03
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'BDL2',US,17.52,4.49,3.94,inches,2.38,pounds,0.1794,cubic feet,Standard-Size,0.61,0,0.1099,Dec-25,6,weeks,2.4,0,0.03,0.0058,0.266,0,USD,0.266,--,N,N,0,--,0
B0D4MCXCC6,X0048XOI7H,"KEOAMG Over The Door Hooks, Over The Door Towel Rack for Bathroom, Sturdy Door Hanger Hook, Door Hooks for Hanging Clothes, Coats, Towels, White",'BDL2',US,17.32,4.37,3.54,inches,1.3,pounds,0.1551,cubic feet,Standard-Size,0.32,0,0.05,Dec-25,6,weeks,2.4,0,0,0,0.1205,0,USD,0.1205,--,N,N,0,--,0
B0DDX41KTY,X004DA8SY9,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Tie Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet, White",'BDL2',US,14.33,4.45,0.63,inches,0.75,pounds,0.0232,cubic feet,Standard-Size,0.26,0,0.006,Dec-25,6,weeks,2.4,0,0,0,0.0145,0,USD,0.0145,--,N,N,0,--,0
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Belt Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet Wall Mount, Black",'BDL2',US,14.29,3.7,0.51,inches,0.49,pounds,0.0156,cubic feet,Standard-Size,0.55,0,0.0076,Dec-25,6,weeks,2.4,0,0.06,0.001,0.0182,0,USD,0.0182,--,N,N,0,--,0.06
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'BDL2',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,1.19,0,0.0204,Dec-25,6,weeks,2.4,0,1,0.0186,0.0492,0,USD,0.0492,--,N,N,0,--,0.1
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'BDL3',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,0.39,0,0.0514,Dec-25,6,weeks,2.4,0,0.03,0.0051,0.1226,0,USD,0.1226,--,N,N,0,--,0.06
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'BDL3',US,17.52,4.49,3.94,inches,2.38,pounds,0.1794,cubic feet,Standard-Size,0.16,0,0.0289,Dec-25,6,weeks,2.4,0,0,0,0.0689,0,USD,0.0689,--,N,N,0,--,0
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Belt Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet Wall Mount, Black",'BDL3',US,14.29,3.7,0.51,inches,0.49,pounds,0.0156,cubic feet,Standard-Size,2.26,0,0.0312,Dec-25,6,weeks,2.4,0,0.1,0.0015,0.0743,0,USD,0.0743,--,N,N,0,--,0.26
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'BDL3',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.26,0,0.0018,Dec-25,6,weeks,2.4,0,0.1,0.0018,0.0043,0,USD,0.0043,--,N,N,0,--,0.16
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'BDL4',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,0.77,0,0.1132,Dec-25,6,weeks,2.4,0,0.03,0.0051,0.2716,0,USD,0.2716,--,N,N,0,--,0.06
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'BDL4',US,17.52,4.49,3.94,inches,2.38,pounds,0.1794,cubic feet,Standard-Size,0.77,0,0.1215,Dec-25,6,weeks,2.4,0,0.06,0.0116,0.2916,0,USD,0.2916,--,N,N,0,--,0.1
B0D4MCXCC6,X0048XOI7H,"KEOAMG Over The Door Hooks, Over The Door Towel Rack for Bathroom, Sturdy Door Hanger Hook, Door Hooks for Hanging Clothes, Coats, Towels, White",'BDL4',US,17.32,4.37,3.54,inches,1.3,pounds,0.1551,cubic feet,Standard-Size,0.48,0,0.075,Dec-25,6,weeks,2.4,0,0,0,0.1801,0,USD,0.1801,--,N,N,0,--,0
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Belt Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet Wall Mount, Black",'BDL4',US,14.29,3.7,0.51,inches,0.49,pounds,0.0156,cubic feet,Standard-Size,3.48,0,0.0529,Dec-25,6,weeks,2.4,0,0.1,0.0015,0.1269,0,USD,0.1269,--,N,N,0,--,0.1
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Wooden Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",'BDL4',US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,3.58,0,0.0625,Dec-25,6,weeks,2.4,0,2.84,0.0528,0.1499,0,USD,0.1499,--,N,N,0,--,0.23
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'BFI4',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,2.61,0,0.4166,Dec-25,6,weeks,2.4,0,0.06,0.0103,1.0036,0,USD,1.0036,--,N,N,0,--,0
B0D4MCXCC6,X0048XOI7H,"KEOAMG Over The Door Hooks, Over The Door Towel Rack for Bathroom, Sturdy Door Hanger Hook, Door Hooks for Hanging Clothes, Coats, Towels, White",'BFI4',US,17.32,4.37,3.54,inches,1.3,pounds,0.1551,cubic feet,Standard-Size,0.71,0,0.11,Dec-25,6,weeks,2.4,0,0.16,0.025,0.2652,0,USD,0.2652,--,N,N,0,--,0
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Belt Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet Wall Mount, Black",'BFI4',US,14.29,3.7,0.51,inches,0.49,pounds,0.0156,cubic feet,Standard-Size,0.06,0,5.00E-04,Dec-25,6,weeks,2.4,0,0,0,0.0012,0,USD,0.0012,--,N,N,0,--,0.03
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",'BFL1',US,17.04,4.37,3.7,inches,1.26,pounds,0.1594,cubic feet,Standard-Size,0.45,0,0.0669,Dec-25,6,weeks,2.4,0,0,0,0.1617,0,USD,0.1617,--,N,N,0,--,0.03
