asin,fnsku,product_name,fulfillment_center,country_code,longest_side,median_side,shortest_side,measurement_units,weight,weight_units,item_volume,volume_units,product_size_tier,average_quantity_on_hand,average_quantity_pending_removal,estimated_total_item_volume,month_of_charge,storage_utilization_ratio,storage_utilization_ratio_units,base_rate,utilization_surcharge_rate,avg_qty_for_sus,est_vol_for_sus,est_base_msf,est_sus,currency,estimated_monthly_storage_fee,dangerous_goods_storage_type,eligible_for_inventory_discount,qualifies_for_inventory_discount,total_incentive_fee_amount,breakdown_incentive_fee_amount,average_quantity_customer_orders
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",AUS3,US,17.6,4.17,3.9,inches,2.38,pounds,0.1656,cubic feet,Standard-Size,0.1,0,0.016,Mar-25,5.7,weeks,0.78,0,0,0,0.0138,0,USD,0.0138,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",AUS3,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,2.26,0,0.042,Mar-25,5.7,weeks,0.78,0,1.1,0.0204,0.0362,0,USD,0.0362,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BDL2,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,0.55,0,0.0881,Mar-25,5.7,weeks,0.78,0,0.48,0.0777,0.0683,0,USD,0.0683,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BDL2,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,1.52,0,0.0282,Mar-25,5.7,weeks,0.78,0,0.32,0.006,0.0217,0,USD,0.0217,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BDL3,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,0.68,0,0.0984,Mar-25,5.7,weeks,0.78,0,0.48,0.0777,0.0768,0,USD,0.0768,--,N,N,0,--,0.06
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BDL3,US,17.6,4.17,3.9,inches,2.38,pounds,0.1656,cubic feet,Standard-Size,0.81,0,0.1336,Mar-25,5.7,weeks,0.78,0,0,0,0.1038,0,USD,0.1038,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BDL3,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,6.19,0,0.1147,Mar-25,5.7,weeks,0.78,0,2.06,0.0384,0.0895,0,USD,0.0895,--,N,N,0,--,0.03
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BDL4,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,14.87,0,2.3308,Mar-25,5.7,weeks,0.78,0,13.65,2.191,1.8168,0,USD,1.8168,--,N,N,0,--,0.35
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BDL4,US,17.6,4.17,3.9,inches,2.38,pounds,0.1656,cubic feet,Standard-Size,0.61,0,0.1015,Mar-25,5.7,weeks,0.78,0,0,0,0.0792,0,USD,0.0792,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BDL4,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.97,0,0.018,Mar-25,5.7,weeks,0.78,0,0,0,0.0141,0,USD,0.0141,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BFI4,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,4.23,0,0.6733,Mar-25,5.7,weeks,0.78,0,3.52,0.5646,0.53,0,USD,0.53,--,N,N,0,--,0.03
B0DDX41KTY,X004DA8SY9,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Tie Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet, White",BFI4,US,14.5,2,0.5,inches,0.74,pounds,0.0084,cubic feet,Standard-Size,0.03,0,0,Mar-25,5.7,weeks,0.78,0,0,0,0,0,USD,0,--,N,N,2.11E-04,FBA_NEW_SELECTION:2.0E-4,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BFL1,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,4.71,0,0.7407,Mar-25,5.7,weeks,0.78,0,3.52,0.5646,0.5755,0,USD,0.5755,--,N,N,0,--,0.1
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BFL1,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,1.13,0,0.0186,Mar-25,5.7,weeks,0.78,0,0.35,0.0066,0.0145,0,USD,0.0145,--,N,N,0,--,0.13
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BHM1,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,0.06,0,0.0104,Mar-25,5.7,weeks,0.78,0,0.06,0.0104,0.0079,0,USD,0.0079,--,N,N,0,--,0
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BHM1,US,17.6,4.17,3.9,inches,2.38,pounds,0.1656,cubic feet,Standard-Size,0.29,0,0.0481,Mar-25,5.7,weeks,0.78,0,0,0,0.0365,0,USD,0.0365,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BHM1,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,3.94,0,0.0733,Mar-25,5.7,weeks,0.78,0,1.42,0.0264,0.0556,0,USD,0.0556,--,N,N,0,--,0
B0DHQ8QGQG,X004EJ051D,"KEOAMG Tie Rack Hanger for Closet, Sleek Tie Hangers for Men with 18 Upgraded Folding Hooks, Space-Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Black)",BNA3,US,13.43,4.49,0.71,inches,0.35,pounds,0.0248,cubic feet,Standard-Size,1.29,0,0.0304,Mar-25,5.7,weeks,0.78,0,1.23,0.0304,0.0222,0,USD,0.0222,--,N,N,0,--,0.06
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BNA3,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,2.06,0,0.0384,Mar-25,5.7,weeks,0.78,0,0.71,0.0132,0.0278,0,USD,0.0278,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BOI2,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,31.87,0,5.1019,Mar-25,5.7,weeks,0.78,0,25.35,4.0712,3.9819,0,USD,3.9819,--,N,N,0,--,0.1
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Tie Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet, Black",BOI2,US,14.25,4.02,0.75,inches,0.79,pounds,0.0249,cubic feet,Standard-Size,0.45,0,0,Mar-25,5.7,weeks,0.78,0,0,0,0,0,USD,0,--,N,N,0.008758291,FBA_NEW_SELECTION:0.0088,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BOI2,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,4,0,0.0745,Mar-25,5.7,weeks,0.78,0,1.42,0.0264,0.0581,0,USD,0.0581,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BOS3,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,10.13,0,1.5953,Mar-25,5.7,weeks,0.78,0,6.87,1.1033,1.2487,0,USD,1.2487,--,N,N,0,--,0.19
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BOS3,US,17.6,4.17,3.9,inches,2.38,pounds,0.1656,cubic feet,Standard-Size,4.26,0,0.7053,Mar-25,5.7,weeks,0.78,0,0.03,0.0053,0.5501,0,USD,0.5501,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BOS3,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,7,0,0.1297,Mar-25,5.7,weeks,0.78,0,2.45,0.0456,0.1012,0,USD,0.1012,--,N,N,0,--,0.03
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Tie Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet, Black",BTR1,US,14.25,4.02,0.75,inches,0.79,pounds,0.0249,cubic feet,Standard-Size,36.32,0,0.2374,Mar-25,5.7,weeks,0.78,0,9.55,0.2374,0.1845,0,USD,0.1845,--,N,N,0.518615965,FBA_NEW_SELECTION:0.5186,0.03
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BTR1,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,1.06,0,0.0198,Mar-25,5.7,weeks,0.78,0,0.42,0.0078,0.0155,0,USD,0.0155,--,N,N,0,--,0
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",BWI2,US,17.6,4.17,3.9,inches,2.38,pounds,0.1656,cubic feet,Standard-Size,0.06,0,0.0107,Mar-25,5.7,weeks,0.78,0,0,0,0.0085,0,USD,0.0085,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",BWI2,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.77,0,0.0144,Mar-25,5.7,weeks,0.78,0,0.03,6.00E-04,0.0115,0,USD,0.0115,--,N,N,0,--,0
B0DDXB7T2H,X004DAC1AV,"KEOAMG 2Pack Tie Rack Wall Mounted, Wooden Tie Hanger Tie Organizer for Men with 28 Folding Hooks, Space Saving Tie Holder and Belt Rack for Closet, Black",CAE1,US,14.25,4.02,0.75,inches,0.79,pounds,0.0249,cubic feet,Standard-Size,0.03,0,8.00E-04,Mar-25,5.7,weeks,0.78,0,0.03,8.00E-04,7.00E-04,0,USD,7.00E-04,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",CAE1,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,1.71,0,0.0318,Mar-25,5.7,weeks,0.78,0,0.71,0.0132,0.0293,0,USD,0.0293,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",CHA1,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,0.03,0,0.0052,Mar-25,5.7,weeks,0.78,0,0.03,0.0052,0.0038,0,USD,0.0038,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",CHA1,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,0.06,0,0.0104,Mar-25,5.7,weeks,0.78,0,0.06,0.0104,0.0076,0,USD,0.0076,--,N,N,0,--,0
B0D4MCXCC6,X0048XOI7H,"KEOAMG Over The Door Hooks - Sturdy Over The Door Hanger, Towel Rack for Bathroom, White",CHA1,US,17.32,4.37,3.54,inches,1.3,pounds,0.1551,cubic feet,Standard-Size,0.06,0,0.01,Mar-25,5.7,weeks,0.78,0,0.06,0.01,0.0073,0,USD,0.0073,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",CHA1,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.1,0,0.0018,Mar-25,5.7,weeks,0.78,0,0.1,0.0018,0.0013,0,USD,0.0013,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",CLE2,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,5.06,0,0.808,Mar-25,5.7,weeks,0.78,0,4.65,0.7459,0.6275,0,USD,0.6275,--,N,N,0,--,0.03
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",CLE2,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,1.55,0,0.0288,Mar-25,5.7,weeks,0.78,0,0.39,0.0072,0.0225,0,USD,0.0225,--,N,N,0,--,0
B0BMF6VST8,X003IDW07X,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",CLE3,US,17.48,4.29,3.7,inches,1.32,pounds,0.1606,cubic feet,Standard-Size,10.35,0,1.6367,Mar-25,5.7,weeks,0.78,0,4.97,0.7977,1.2777,0,USD,1.2777,--,N,N,0,--,0.16
B0DHQ8QGQG,X004EJ051D,"KEOAMG Tie Rack Hanger for Closet, Sleek Tie Hangers for Men with 18 Upgraded Folding Hooks, Space-Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Black)",CLE3,US,13.43,4.49,0.71,inches,0.35,pounds,0.0248,cubic feet,Standard-Size,0.68,0,0.016,Mar-25,5.7,weeks,0.78,0,0.65,0.016,0.0125,0,USD,0.0125,--,N,N,0,--,0.03
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",CLE3,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,0.74,0,0.0126,Mar-25,5.7,weeks,0.78,0,0,0,0.0098,0,USD,0.0098,--,N,N,0,--,0.06
B0C538JL1X,X003TKCFCF,"KEOAMG 2Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Clothes, Towels, Hats, Matte Black",CLT4,US,17.6,4.17,3.9,inches,2.38,pounds,0.1656,cubic feet,Standard-Size,5.68,0,0.9351,Mar-25,5.7,weeks,0.78,0,0.16,0.0267,0.7246,0,USD,0.7246,--,N,N,0,--,0.03
B0D4MCXCC6,X0048XOI7H,"KEOAMG Over The Door Hooks - Sturdy Over The Door Hanger, Towel Rack for Bathroom, White",CLT4,US,17.32,4.37,3.54,inches,1.3,pounds,0.1551,cubic feet,Standard-Size,0.39,0,0.06,Mar-25,5.7,weeks,0.78,0,0.39,0.06,0.0468,0,USD,0.0468,--,N,N,0,--,0
B0DHL54ZV4,X004EJ05W7,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts, Bras, Scarves, Tank Tops (Mahogany)",CLT4,US,13.43,4.06,0.59,inches,0.29,pounds,0.0186,cubic feet,Standard-Size,4.03,0,0.0751,Mar-25,5.7,weeks,0.78,0,1.77,0.033,0.0586,0,USD,0.0586,--,N,N,0,--,0
